Sample_ID,Product,Category,Production_Site,Collection_Date,Bacteriological_Result,Chemical_Result,Unit_of_Measure,Compliance_Status,Operator,Storage_Temperature,pH_Level,Batch_Number
SMPL-07520,,Pharmaceutical,lyon,28-06-2021,183.03,31.8926,cfu/ml,pending,,,5.01,BATCH-7916
SMPL-07521,plain yogurt,Dairy Product,strasbourg,20-01-2023,742.3,71.0554,ppm,pending,DAVIS M.,2,3.88,BATCH-7437
SMPL-07522,CALCIUM TABLET,dietary supplement,montreal,25/04/2022,931.94,68.626,µg/L,,Smith K.,7°,7.02,BATCH-6492
SMPL-07523,Plain Yogurt ,Dairy Product,lyon,2022-08-21,587.69,57.4313,mg/l,pending,davis m.,7°C,99,BATCH-1766
SMPL-07524,Calcium Tablet,Pharmaceutical,marseille,03-28-2024,889.55,84.8891,MG/L,Compliant,,4 degrees,4.99,
SMPL-07525,Cream  Cheese,Pharmaceutical,Montreal,03-07-2020,419.99,27.3386,mg / L,Pending,smith k.,2°C,5.94,BATCH-3280
SMPL-07526,Peanut Butter,PHARMACEUTICAL,Bordeaux,08-10-2024,813.17,89.2755,g/L,,MARTIN J.,5 C,7.94,BATCH-6358
SMPL-07527,Vitamin D3 Supplement ,Condiment,BORDEAUX,03-03-2021,82.28,90.3126,ug/L,,Williams P.,8 degrees,3.6,BATCH-3713
SMPL-07528,probiotic b-24,condiment,nantes,28/05/2023,431.86,72.2796,mg/L,Pending,SMITH K.,8°,7.96,BATCH-5982
SMPL-07529,Amoxicillin,DAIRY PRODUCT,strasbourg,03/08/2024,49.77,85.0548,ppm,,DAVIS M.,3 C,6.6,BATCH-2145
SMPL-07530,HEAVY CREAM,beverage,STRASBOURG,03.12.2021,989.78,90.8739,ug/L,under review,nguyen t.,2°,8.24,BATCH-8376
SMPL-07531,Calcium Tablet ,processed food,MONTREAL,04.07.2022,177.09,64.5777,mg/l,compliant,Davis M.,7°C,7.7,BATCH-1457
SMPL-07532, Calcium Tablet,DIETARY SUPPLEMENT,Marseille,07.04.2022,326.65,21.4752,cfu/ml,,Johnson R.,,6.11,BATCH-8397
SMPL-07533,Tomato  Paste,Pharmaceutical,Paris,23/03/2022,316.95,82.0139,G/L,PENDING,LEROY B.,5 C,4.78,BATCH-3460
SMPL-07534,mozzarella,Pharmaceutical,Lille,2024-10-03,177.3,5.9129,g/L,,,2 degrees,8.07,BATCH-5036
SMPL-07535,Heavy Cream,Dietary Supplement,bordeaux,2020-08-17,313.5,33.5567,cfu/ml,,miller s.,6 C,7.48,BATCH-6490
SMPL-07536,apple juice,Dietary Supplement,paris,23/06/2022,63.92,N/A,ΜG/L,Under Review,,4,N/A,BATCH-4720
SMPL-07537,Plain Yogurt,pharmaceutical,BORDEAUX,12-24-2023,982.95,2.7313,µg/L,,brown c.,2,6.58,BATCH-3495
SMPL-07538,WHOLE MILK,Dairy Product,Toulouse,14.05.2024,99999.0,45.2244,,,,4°C,6.69,BATCH-5822
SMPL-07539,butter,Condiment,BORDEAUX,2024-12-14,711.56,20.5197,µg/l,Non-Compliant,,6°C,6.46,BATCH-5626
SMPL-07540,butter,Dairy Product,bordeaux,01-09-2024,151.19,26.6746,mg/L,Under Review,Johnson R.,2,3.54,BATCH-5373
SMPL-07541,Tetracycline,DAIRY PRODUCT,montreal,05/07/2022,326.02,56.3393,mg / L,Compliant,SMITH K.,,6.89,BATCH-8623
SMPL-07542,COTTAGE CHEESE,Condiment,Brussels,25/07/2022,997.39,43.3124,,non-compliant,BROWN C.,6 C,7.36,BATCH-4206
SMPL-07543,Ketchup,Condiment,Brussels,27/08/2022,785.66,91.9288,µg/L,Compliant,,,4.93,BATCH-3529
SMPL-07544, Orange Juice,Condiment,toulouse,2024-10-22,710.11,12.3438,,,,3 degrees,4.69,BATCH-6015
SMPL-07545,Salad Dressing,Condiment,,2020-10-29,158.05,67.9016,ppm,,DAVIS M.,4°C,6.92,BATCH-7093
SMPL-00191,,dairy product,Montreal,08.12.2023,659.24,,µg/L,Compliant,nguyen t.,6 C,6.33,BATCH-7487
SMPL-07547,Salad  Dressing,PROCESSED FOOD,Lyon,19/12/2024,791.9,34.4075,µg/L,,Leroy B.,,7.72,BATCH-9169
SMPL-07548,Plain Yogurt ,Dairy Product,lyon,14/10/2024,94.71,95.6984,,Non-Compliant,Johnson R.,7 C,7.85,BATCH-8556
SMPL-07549,IRON SUPPLEMENT,Pharmaceutical,marseille,25-12-2024,480.07,97.3525,,compliant,,3 degrees,5.6,BATCH-2484
SMPL-07550,Apple Juice,PHARMACEUTICAL,LYON,20/03/2020,553.41,12.1677,g / L,Pending,Smith K.,7°C,8.44,BATCH-4633
SMPL-07551,salad dressing,Dairy Product,Lyon,02.08.2022,941.74,49.4734,,compliant,williams p.,5 C,7.99,BATCH-7355
SMPL-07552,Penicillin  G,DAIRY PRODUCT,lille,10-19-2024,546.91,82.6494,CFU/ML,NON-COMPLIANT,,8°C,4.29,BATCH-2527
SMPL-07553, Calcium Tablet,DIETARY SUPPLEMENT,paris,11.07.2022,428.02,76.3579,,,Davis M.,,5.51,BATCH-8672
SMPL-07554,Omega-3 Capsule,beverage,,31.12.2024,331.55,25.8328,µg/L,,Brown C.,,6.9,BATCH-9939
SMPL-07555,brie,Dietary Supplement,paris,2022-04-15,432.96,21.9605,MG/L,Under Review,dupont a.,5,4.97,BATCH-8063
SMPL-07556,Cream Cheese,dairy product,Brussels,2022-08-21,746.29,84.0162,,Pending,Brown C.,6°,6.05,BATCH-3899
SMPL-07557,Peanut Butter,dairy product,PARIS,2022-02-28,951.24,63.0075,ppm,Pending,,7°C,3.99,BATCH-3848
SMPL-07558,Vitamin D3 Supplement,Dairy Product,strasbourg,2023-02-18,597.02,54.3936,mg/l,non-compliant,smith k.,,5.5,BATCH-7403
SMPL-07559,Apple Juice,Processed Food,Lyon,06-04-2020,229.6,41.653,ppm,,dupont a.,,4.8,BATCH-3844
SMPL-07560,Omega-3  Capsule,DIETARY SUPPLEMENT,Strasbourg,08-04-2021,259.65,43.262,g/l,Pending,,5°C,5.18,BATCH-3050
SMPL-07561,APPLE JUICE,Condiment,,2022-09-01,667.94,69.3938,g/L,,,2 C,3.82,BATCH-3188
SMPL-07562, Butter,beverage,Nantes,09-29-2023,641.86,37.8838,CFU/mL,Pending,,2 C,5.85,BATCH-8919
SMPL-07563,CREAM CHEESE,Dairy Product,MARSEILLE,19.07.2020,275.52,59.7916,,Non-Compliant,LEROY B.,3 degrees,6.67,BATCH-5064
SMPL-07564,Mayonnaise,Processed Food,toulouse,17/08/2024,375.02,32.0555,ppm,Under Review,Martin J.,6 C,5.37,BATCH-4697
SMPL-07565,Skimmed Milk ,pharmaceutical,Strasbourg,06-03-2022,218.9,43.6166,CFU/ML,,davis m.,7 degrees,5.66,BATCH-1236
SMPL-07566,whole milk,Processed Food,Toulouse,2020-05-19,35.85,76.1382,mg / L,Compliant,MILLER S.,7°C,4.73,BATCH-8931
SMPL-07567,BCG VACCINE,Pharmaceutical,paris,2020-06-16,987.32,93.3766,CFU/ML,Non-Compliant,SMITH K.,2 C,N/A,BATCH-4630
SMPL-07568,,Processed Food,NANTES,11-27-2022,400.44,16.4259,µg / L,,Johnson R.,,8.04,BATCH-8780
SMPL-07569,Ketchup,Condiment,Lyon,10-12-2021,921.36,49.9054,,,Martin J.,2°C,6.75,BATCH-5967
SMPL-07570,,Processed Food,Lille,21-07-2020,389.88,81.4296,CFU/ML,NON-COMPLIANT,Davis M.,2°C,4.46,BATCH-3405
SMPL-01699,PLAIN YOGURT,dietary supplement,lyon,10-30-2021,465.72,78.7777,g/l,UNDER REVIEW,johnson r.,8°C,6.13,BATCH-3994
SMPL-07572, BCG Vaccine,dietary supplement,,02-04-2021,148.75,33.3324,ΜG/L,Compliant,miller s.,8,5.09,BATCH-8407
SMPL-07573,Butter ,Dairy Product,BRUSSELS,01/11/2020,236.86,82.9858,ΜG/L,pending,brown c.,8 C,4.7,BATCH-8738
SMPL-05689,Plain  Yogurt,Dietary Supplement,Nantes,2020-04-14,351.64,71.9708,MG/L,compliant,miller s.,7,4.04,BATCH-1481
SMPL-07575,,Processed Food,Toulouse,17/03/2020,-1.0,67.6908,CFU/mL,,miller s.,5,4.63,BATCH-8331
SMPL-07576,Probiotic B-24,dairy product,Bordeaux,24-07-2020,862.15,,MG/L,pending,,8°,3.61,BATCH-6779
SMPL-07577,probiotic b-24,,brussels,28.10.2023,602.58,14.1121,ppm,NON-COMPLIANT,MARTIN J.,2 degrees,4.57,BATCH-2712
SMPL-07578,cream cheese,,lyon,05-08-2022,461.1,73.6192,CFU/ML,COMPLIANT,leroy b.,4°,6.36,BATCH-3915
SMPL-07579, Plain Yogurt,Processed Food,BORDEAUX,01-04-2022,945.38,20.8266,ppm,,DUPONT A.,7 degrees,6.22,BATCH-3437
SMPL-07580,Tomato Paste,DAIRY PRODUCT,,17/06/2024,833.49,4.3419,,Non-Compliant,DAVIS M.,6 degrees,5.69,BATCH-7696
SMPL-07581,Peanut Butter,condiment,Nantes,12-08-2021,353.01,97.0903,ppm,,,2 degrees,8.29,BATCH-8282
SMPL-07582,Peanut Butter,Dietary Supplement,Bordeaux,27.11.2021,227.88,,PPM,non-compliant,WILLIAMS P.,3,4.0,BATCH-6531
SMPL-07583,,PHARMACEUTICAL,BRUSSELS,08-31-2021,933.2,38.1602,G/L,Compliant,Miller S.,6,3.59,BATCH-1918
SMPL-07584,SEMI-SKIMMED MILK,CONDIMENT,Brussels,10/11/2021,226.0,70.2654,ug/L,,martin j.,2 degrees,7.08,BATCH-9254
SMPL-07585,Orange Juice,processed food,PARIS,17.07.2024,212.42,68.3471,ppm,COMPLIANT,Dupont A.,8°C,7.66,BATCH-7227
SMPL-07586,KETCHUP,Condiment,Lille,2021-01-18,518.42,79.9426,mg/l,Pending,dupont a.,3,7.02,BATCH-1155
SMPL-07587,cottage cheese,Beverage,lille,05-05-2020,734.59,93.586,g/L,COMPLIANT,Brown C.,7°,3.76,BATCH-7199
SMPL-07588,Orange  Juice,DAIRY PRODUCT,Lyon,02-06-2020,318.71,79.9189,,,martin j.,6°C,6.32,BATCH-7411
SMPL-07589,Plain Yogurt,dairy product,strasbourg,31-01-2021,52.79,51.4713,ppm,UNDER REVIEW,,4°C,3.71,BATCH-1703
SMPL-00829, Skimmed Milk,beverage,MONTREAL,08-02-2020,778.07,26.6925,ppm,under review,,3°C,5.86,BATCH-9989
SMPL-07591,peanut butter,CONDIMENT,STRASBOURG,08-24-2021,245.97,21.3591,µg/l,Compliant,SMITH K.,5,6.62,N/A
SMPL-07592,sour cream,PROCESSED FOOD,strasbourg,04/07/2024,477.78,63.5693,g / L,Pending,WILLIAMS P.,3°,4.86,BATCH-8105
SMPL-07593,Tomato Paste,CONDIMENT,strasbourg,2024-03-10,648.86,2.6958,CFU/ML,,,5°C,6.75,BATCH-4178
SMPL-07594,Iron Supplement,Pharmaceutical,montreal,14.10.2023,973.12,67.1891,,,,4 degrees,6.06,BATCH-2538
SMPL-07595,Omega-3 Capsule,Beverage,BORDEAUX,2021-05-10,103.25,66.6548,ppm,COMPLIANT,BROWN C.,6 degrees,-1,BATCH-1140
SMPL-07596,Apple Juice,pharmaceutical,Bordeaux,04-09-2020,727.68,,,Pending,Leroy B.,4°,7.28,BATCH-2282
SMPL-07597,Vitamin D3 Supplement,dietary supplement,lille,18.08.2020,838.43,80.1099,CFU/mL,Compliant,Nguyen T.,3 degrees,8.38,BATCH-9946
SMPL-07598,,Beverage,LILLE,24-06-2020,341.66,31.0909,µg/L,Non-Compliant,Leroy B.,4 degrees,6.6,BATCH-1096
SMPL-07599,Heavy Cream,dairy product,montreal,2020-10-30,795.35,18.3264,ppm,UNDER REVIEW,,2°,7.58,BATCH-2241
SMPL-07600,Brie,Processed Food,LYON,13-12-2024,790.69,91.3973,ppm,Under Review,MILLER S.,7 degrees,7.66,BATCH-9733
SMPL-07601,Vitamin  D3  Supplement,Beverage,Bordeaux,12.04.2024,127.2,93.5606,µg / L,Under Review,JOHNSON R.,8,7.16,BATCH-5793
SMPL-07602,tetracycline,Dairy Product,,27/10/2020,317.4,11.4798,µg/L,,,2°C,4.37,BATCH-8456
SMPL-07603, Tetracycline,processed food,LILLE,29/09/2021,766.13,20.8756,g / L,,LEROY B.,2°C,6.91,BATCH-1918
SMPL-07604,cheddar cheese,Processed Food,Bordeaux,15/04/2021,644.33,64.1559,g/L,Pending,,4,3.56,BATCH-5619
SMPL-07605,brie,,Bordeaux,09/11/2022,975.09,error,ppm,,Martin J.,6 degrees,5.56,BATCH-8821
SMPL-07606,OMEGA-3 CAPSULE,Beverage,Toulouse,10-26-2024,248.04,40.9673,g/L,compliant,,4 degrees,7.2,BATCH-8110
SMPL-07607, Plain Yogurt,Dietary Supplement,nantes,26.10.2021,24.0,82.8254,,Under Review,,,7.07,BATCH-3847
SMPL-07608,bcg vaccine,CONDIMENT,Bordeaux,26.04.2023,916.5,76.9892,,PENDING,,6 C,7.52,BATCH-1098
SMPL-07609,Probiotic L-12,Condiment,Montreal,2024-04-05,206.5,70.8399,MG/L,NON-COMPLIANT,,3 C,7.9,BATCH-4743
SMPL-07610,peanut butter,beverage,Toulouse,01-03-2020,319.77,44.5741,CFU/mL,Non-Compliant,Smith K.,2,7.46,BATCH-2542
SMPL-07611,Plain Yogurt ,,MONTREAL,30/05/2024,349.64,14.3719,MG/L,PENDING,NGUYEN T.,6 C,6.32,BATCH-7084
SMPL-07612,Mustard,DIETARY SUPPLEMENT,Strasbourg,15.09.2024,246.54,29.9078,ppm,Pending,williams p.,4,8.45,BATCH-5096
SMPL-07613,Penicillin G,Beverage,Bordeaux,10-26-2023,344.52,82.2973,g/L,Under Review,LEROY B.,4°C,5.75,BATCH-6277
SMPL-01214,Tetracycline,Pharmaceutical,LYON,2024-11-21,440.58,19.5897,µg/L,PENDING,,6 C,6.65,BATCH-2691
SMPL-07615,plain yogurt,Beverage,marseille,20-10-2022,660.77,92.2843,mg/l,,Williams P.,,4.03,BATCH-6778
SMPL-07616,tomato paste,DAIRY PRODUCT,nantes,07/09/2022,946.92,20.518,CFU/ML,Pending,,3 degrees,7.09,BATCH-6547
SMPL-07617,Orange Juice ,Processed Food,nantes,2022-10-27,654.46,14.8238,,Pending,DUPONT A.,6°C,7.26,BATCH-8319
SMPL-07618,Omega-3 Capsule,Dietary Supplement,LILLE,08-03-2021,445.41,1.1079,ppm,pending,Miller S.,5 C,5.59,BATCH-1296
SMPL-07619,Mayonnaise,Condiment,,24-04-2023,706.17,80.7736,mg / L,Under Review,WILLIAMS P.,5°,7.18,BATCH-7479
SMPL-07620, Mayonnaise,Pharmaceutical,LILLE,2022-08-30,121.0,72.5928,ppm,Under Review,,4°C,3.58,BATCH-4869
SMPL-07621,Sour Cream,,Brussels,02/10/2024,545.17,43.0199,cfu/ml,,Miller S.,,7.09,BATCH-5414
SMPL-07622,Orange Juice,Pharmaceutical,Montreal,14/10/2021,737.01,11.474,ppm,Under Review,,,7.67,BATCH-1921
SMPL-07623, Orange Juice,Condiment,paris,28/08/2021,385.19,32.7405,,Pending,,3°C,6.48,BATCH-5922
SMPL-07624, Heavy Cream,Dietary Supplement,NANTES,01.03.2021,769.7,55.2894,mg/l,,,5 degrees,4.82,BATCH-3922
SMPL-07625,CALCIUM TABLET,Condiment,Lille,10-11-2020,984.6,13.6223,ΜG/L,Non-Compliant,,3 degrees,3.8,BATCH-2694
SMPL-07626,IRON SUPPLEMENT,beverage,Brussels,2022-11-21,569.1,61.7208,,NON-COMPLIANT,,7°C,7.69,BATCH-1973
SMPL-07627,Tomato Paste,pharmaceutical,paris,21-10-2024,410.4,99.6868,g/l,,williams p.,3°C,6.63,BATCH-3157
SMPL-07628,Semi-Skimmed Milk,beverage,brussels,2022-08-10,579.85,94.6601,ppm,compliant,SMITH K.,6°,4.83,BATCH-2963
SMPL-07629,skimmed milk,processed food,,12-04-2023,580.37,23.3704,cfu/ml,,,,4.36,BATCH-8099
SMPL-07630,Cottage Cheese,Dairy Product,strasbourg,2023-04-11,705.07,16.9075,CFU / mL,,dupont a.,4 degrees,8.29,BATCH-5766
SMPL-07631,ketchup,DAIRY PRODUCT,marseille,2021-09-27,449.61,74.6003,PPM,Pending,,3 C,8.41,BATCH-6120
SMPL-07632,orange juice,DAIRY PRODUCT,Montreal,05-15-2021,767.36,82.7115,MG/L,compliant,,7 C,8.3,BATCH-4861
SMPL-02469,Brie ,Pharmaceutical,BORDEAUX,22/10/2024,231.75,32.4301,,Under Review,,5 degrees,6.79,BATCH-1523
SMPL-07634,Vitamin D3 Supplement,PROCESSED FOOD,lille,2023-04-11,91.14,79.567,MG/L,Non-Compliant,,,4.19,BATCH-4797
SMPL-07635,Probiotic L-12 ,Beverage,LILLE,07/12/2024,133.42,83.8178,ppm,Pending,Martin J.,6°,6.66,BATCH-1660
SMPL-07636,,dietary supplement,Bordeaux,09-22-2020,123.73,40.0657,µg/L,,nguyen t.,2 C,8.48,BATCH-2741
SMPL-07637,Peanut  Butter,,,2022-12-19,553.09,3.8204,CFU / mL,PENDING,,7,5.0,BATCH-4764
SMPL-07638, Amoxicillin,dairy product,PARIS,2020-05-18,848.14,0.3902,cfu/ml,,williams p.,2 degrees,8.5,BATCH-6044
SMPL-07639,,BEVERAGE,Paris,03-28-2021,974.94,71.4633,µg / L,compliant,DAVIS M.,,6.88,BATCH-5482
SMPL-07640,,Pharmaceutical,brussels,2024-04-17,645.57,5.8675,ug/L,under review,SMITH K.,2 degrees,5.7,BATCH-5474
SMPL-07641,Butter,Processed Food,NANTES,11.04.2023,77.37,70.5168,ug/L,NON-COMPLIANT,JOHNSON R.,4,3.72,BATCH-4876
SMPL-07642,Omega-3 Capsule,PROCESSED FOOD,Lyon,10/12/2024,318.09,38.5313,CFU/mL,PENDING,williams p.,7°,7.63,BATCH-4946
SMPL-07643,Orange  Juice,Processed Food,NANTES,2023-08-21,311.12,70.9631,mg/L,under review,,5 degrees,4.95,BATCH-8201
SMPL-07644,Penicillin G,Beverage,LYON,31-05-2022,320.21,87.9279,ppm,,,5°C,6.07,BATCH-9439
SMPL-07645,PENICILLIN G,Pharmaceutical,Lyon,02-14-2020,218.03,6.1591,CFU / mL,Non-Compliant,,2°C,3.67,BATCH-6357
SMPL-07646,Peanut Butter ,Dairy Product,BORDEAUX,25.09.2023,348.7,71.1111,µg/L,Compliant,williams p.,7 C,4.16,BATCH-2439
SMPL-07647,Skimmed  Milk,Condiment,Montreal,2021-10-09,504.45,27.7719,PPM,,,4,4.28,BATCH-2616
SMPL-07648,Amoxicillin,dairy product,,28.09.2021,922.47,35.5912,PPM,Non-Compliant,martin j.,,4.42,BATCH-9731
SMPL-07649,Sour Cream ,CONDIMENT,BRUSSELS,24/04/2023,826.42,9.6803,ppm,COMPLIANT,Smith K.,7 C,6.75,BATCH-2879
SMPL-07650,Probiotic L-12 ,Dairy Product,STRASBOURG,06.01.2020,-99.0,39.5973,mg / L,Compliant,MARTIN J.,8°C,3.66,BATCH-2571
SMPL-07651,IRON SUPPLEMENT,Dietary Supplement,Montreal,29/10/2020,918.62,97.3754,CFU / mL,Compliant,Martin J.,2 degrees,6.51,BATCH-6251
SMPL-07652,ORANGE JUICE,condiment,montreal,23/10/2020,28.74,41.6024,ppm,Pending,leroy b.,8 degrees,-1,BATCH-2825
SMPL-07653,apple juice,PROCESSED FOOD,strasbourg,14-11-2020,490.67,58.7618,,,LEROY B.,5 degrees,3.99,BATCH-5970
SMPL-07654,Sour Cream ,Condiment,Lyon,2023-01-26,2.86,37.6467,CFU/mL,Non-Compliant,,8°C,6.36,BATCH-9639
SMPL-07655,Peanut  Butter,Pharmaceutical,,2024-01-01,-99.0,21.9622,g/L,pending,Smith K.,,8.26,BATCH-9385
SMPL-07656,Salad  Dressing,CONDIMENT,,02-07-2023,54.2,76.9874,,Under Review,Leroy B.,4 degrees,7.06,BATCH-3163
SMPL-07657,vitamin d3 supplement,BEVERAGE,Montreal,2022-11-18,285.46,74.6061,g/L,under review,Johnson R.,5°C,7.9,BATCH-7082
SMPL-07658, Mayonnaise,Dietary Supplement,LILLE,28/03/2020,467.66,40.8907,CFU/mL,non-compliant,johnson r.,5°,7.11,BATCH-4201
SMPL-07659,Semi-Skimmed Milk,pharmaceutical,paris,25-07-2024,579.57,38.1257,g / L,Non-Compliant,Dupont A.,6 C,6.29,BATCH-1077
SMPL-07660,HEAVY CREAM,Condiment,BRUSSELS,01/10/2023,987.02,3.3692,g / L,Under Review,LEROY B.,7 C,7.09,BATCH-2162
SMPL-07661,,Dairy Product,nantes,20/11/2022,883.43,76.8291,ppm,Pending,Davis M.,3,5.14,BATCH-1173
SMPL-07662,KETCHUP,DAIRY PRODUCT,montreal,03-09-2021,243.08,43.7992,MG/L,Non-Compliant,,5°,7.0,BATCH-1972
SMPL-07663,heavy cream,dairy product,Paris,28.02.2020,580.98,53.1774,MG/L,compliant,Williams P.,4°,5.26,BATCH-6466
SMPL-07664,probiotic b-24,CONDIMENT,LYON,2023-12-06,322.5,40.075,mg / L,NON-COMPLIANT,,8 degrees,4.21,BATCH-1982
SMPL-07665,brie,Beverage,Lille,2023-08-13,525.16,92.1246,ppm,non-compliant,Smith K.,5 C,5.81,BATCH-2008
SMPL-07666,Butter,DIETARY SUPPLEMENT,MARSEILLE,14.11.2023,352.43,29.8154,CFU / mL,pending,miller s.,6 C,5.94,BATCH-8015
SMPL-07667,Omega-3 Capsule,DAIRY PRODUCT,,02.09.2023,552.78,14.8804,G/L,,,4 C,4.95,BATCH-6066
SMPL-07668,Salad  Dressing,DIETARY SUPPLEMENT,TOULOUSE,20/12/2024,844.4,50.0032,ppm,NON-COMPLIANT,,7°,3.84,BATCH-4303
SMPL-07669,MOZZARELLA,pharmaceutical,STRASBOURG,2021-01-10,550.57,57.7874,,Compliant,Smith K.,,4.83,BATCH-1992
SMPL-07670,Amoxicillin,dietary supplement,Lille,19-09-2020,635.79,45.3378,g / L,,,7 C,6.79,BATCH-3067
SMPL-07671,SOUR CREAM,,BRUSSELS,2024-05-01,757.69,31.0004,MG/L,Non-Compliant,MARTIN J.,8 degrees,6.34,BATCH-6006
SMPL-07672,butter,Processed Food,marseille,15-09-2024,169.21,47.9537,ppm,PENDING,,8 degrees,8.5,BATCH-3409
SMPL-07673,Cottage Cheese,Dairy Product,toulouse,01-04-2021,177.24,80.5847,mg / L,,NGUYEN T.,4 C,7.85,
SMPL-07674,Cheddar  Cheese,Pharmaceutical,TOULOUSE,09/10/2021,974.78,15.6707,mg / L,Compliant,Nguyen T.,7°C,5.48,BATCH-5447
SMPL-07241,iron supplement,BEVERAGE,Bordeaux,05-05-2021,198.95,55.0968,g/l,COMPLIANT,BROWN C.,2 degrees,5.4,BATCH-8722
SMPL-07676,cream cheese,Processed Food,,16-04-2021,907.92,57.6718,,,smith k.,2 degrees,3.79,BATCH-1243
SMPL-07677,cheddar cheese,DAIRY PRODUCT,lille,05-11-2021,99999.0,27.109,CFU/mL,,,,5.47,BATCH-7138
SMPL-07678,BRIE,Dairy Product,Brussels,14-07-2021,478.64,82.5647,mg/L,,LEROY B.,7,3.81,BATCH-5034
SMPL-07679,cheddar cheese,Beverage,LYON,04-22-2023,838.37,30.3646,mg/L,UNDER REVIEW,Williams P.,7°,6.08,BATCH-5158
SMPL-07680,,Condiment,TOULOUSE,15.06.2021,577.04,20.2057,ppm,,Smith K.,4 C,7.89,BATCH-7004
SMPL-07681,Semi-Skimmed Milk ,CONDIMENT,strasbourg,2023-02-04,-99.0,20.3546,µg / L,Non-Compliant,williams p.,2 C,5.36,BATCH-9032
SMPL-07682, Brie,dairy product,PARIS,06/08/2024,999.12,46.1702,ug/L,under review,DUPONT A.,4 degrees,5.48,BATCH-5245
SMPL-07683,Sour Cream ,Condiment,LILLE,30-12-2023,988.12,80.0786,,Non-Compliant,,2 C,5.7,N/A
SMPL-07684,SKIMMED MILK,Dairy Product,LILLE,2022-05-10,659.25,16.1637,ppm,Non-Compliant,johnson r.,7,3.62,BATCH-8266
SMPL-07685,Ketchup,Beverage,Brussels,06.01.2022,734.37,52.1983,mg/l,,,5 C,3.59,N/A
SMPL-07686,Ketchup,dairy product,,12-23-2021,194.52,67.795,g / L,Non-Compliant,,7 C,4.7,BATCH-5902
SMPL-07687,heavy cream,Processed Food,lyon,13/05/2023,612.5,94.0937,ppm,Under Review,,6°,7.45,BATCH-4329
SMPL-07688, Amoxicillin,Condiment,Marseille,02-08-2020,229.68,nd,ug/L,Compliant,williams p.,3°C,7.27,BATCH-3013
SMPL-07689,CHEDDAR CHEESE,pharmaceutical,LYON,16-12-2024,386.71,83.026,ug/L,,,4 C,4.83,BATCH-8970
SMPL-07690,MOZZARELLA,beverage,Bordeaux,19/12/2024,165.2,46.8274,ug/L,UNDER REVIEW,,,4.46,BATCH-7417
SMPL-07691,Mozzarella ,Dietary Supplement,STRASBOURG,26.10.2024,897.35,31.6386,,,,6 degrees,6.43,BATCH-8471
SMPL-07692,Amoxicillin ,Dairy Product,brussels,2020-01-29,293.24,15.1754,g/L,PENDING,,,7.17,BATCH-6391
SMPL-07693, Probiotic L-12,BEVERAGE,PARIS,25-04-2021,637.88,67.4065,µg / L,NON-COMPLIANT,Dupont A.,8°,5.95,BATCH-7919
SMPL-07694,Iron Supplement,dietary supplement,TOULOUSE,22/12/2021,778.73,nd,mg/L,under review,Johnson R.,6 C,4.72,BATCH-2424
SMPL-07695,apple juice,Processed Food,BRUSSELS,2022-10-20,935.97,22.3479,CFU/ML,Compliant,,3,6.72,BATCH-5618
SMPL-07696, Skimmed Milk,PHARMACEUTICAL,montreal,29.05.2021,486.22,74.1818,g/L,non-compliant,,8°C,6.58,BATCH-7954
SMPL-07697, Sour Cream,Dietary Supplement,NANTES,2021-12-18,687.92,69.9816,µg/l,COMPLIANT,johnson r.,5°,7.13,BATCH-1090
SMPL-04288,Salad Dressing,pharmaceutical,Lille,2024-08-11,351.86,15.2886,ug/L,,johnson r.,,6.9,BATCH-9680
SMPL-07699,Tetracycline,DIETARY SUPPLEMENT,,10-07-2023,67.62,88.5122,g/L,Compliant,SMITH K.,6,6.72,BATCH-8657
SMPL-07700, Semi-Skimmed Milk,DIETARY SUPPLEMENT,PARIS,30-09-2020,553.78,65.2987,µg / L,,DUPONT A.,6,4.31,BATCH-3370
SMPL-07701, Cottage Cheese,Dairy Product,Marseille,13/03/2021,815.98,61.0511,,,DAVIS M.,6°,4.88,BATCH-8265
SMPL-07702,penicillin g,Processed Food,nantes,07-09-2023,835.25,38.8492,µg/L,non-compliant,brown c.,3°,8.19,BATCH-1038
SMPL-07703,VITAMIN D3 SUPPLEMENT,Condiment,Marseille,2024-03-05,809.19,59.9065,cfu/ml,Pending,,8 C,6.62,BATCH-8379
SMPL-07704,Brie ,Condiment,PARIS,06-26-2022,63.77,97.2218,g / L,PENDING,Brown C.,5,5.35,BATCH-6727
SMPL-07705,,Pharmaceutical,BRUSSELS,02/09/2020,991.87,nd,ppm,Compliant,MILLER S.,2,5.15,BATCH-7382
SMPL-07706,,pharmaceutical,Strasbourg,23-07-2023,209.21,79.5505,,COMPLIANT,Leroy B.,4,4.85,BATCH-4304
SMPL-07707, Iron Supplement,Pharmaceutical,Marseille,17.07.2020,383.77,91.157,µg/L,non-compliant,,,4.35,BATCH-9993
SMPL-07708, Whole Milk,,lille,02-05-2021,512.7,14.5412,CFU/mL,PENDING,LEROY B.,2°C,8.32,BATCH-7218
SMPL-07709, Amoxicillin,Pharmaceutical,strasbourg,19.07.2022,942.15,48.4686,G/L,Under Review,,7 C,7.65,BATCH-9633
SMPL-07710,Apple Juice ,dietary supplement,,2023-11-06,851.05,81.122,,,,8 C,5.1,BATCH-7259
