Sample_ID,Product,Category,Production_Site,Collection_Date,Bacteriological_Result,Chemical_Result,Unit_of_Measure,Compliance_Status,Operator,Storage_Temperature,pH_Level,Batch_Number
SMPL-07161,Ketchup,Pharmaceutical,Montreal,2020-05-06,673.43,18.0439,mg/L,Non-Compliant,Johnson R.,7.0,4.59,BATCH-3705
SMPL-07163,Cottage Cheese,Dairy Product,Lyon,2023-05-02,479.71,26.1087,ppm,Non-Compliant,Williams P.,5.0,4.67,BATCH-2752
SMPL-07164,Omega-3 Capsule,Condiment,Marseille,2024-10-02,501.05,9.4347,ppm,Unknown,Nguyen T.,5.0,7.63,BATCH-3717
SMPL-07165,Vitamin  D3  Supplement,Dairy Product,Lyon,2021-10-04,806.61,45.5789,µg/L,Unknown,Williams P.,5.0,8.47,BATCH-5366
SMPL-07166,Unknown,Dietary Supplement,Brussels,2023-04-07,412.19,68.6854,mg/L,Unknown,Nguyen T.,4.0,5.05,BATCH-1833
SMPL-07167,Orange Juice,Condiment,Nantes,2023-08-06,217.94,31.0258,g/L,Pending,Smith K.,7.0,6.12,BATCH-7819
SMPL-07168,Mayonnaise,Dietary Supplement,Toulouse,2023-07-03,154.78,77.0551,ppm,Pending,Martin J.,3.0,7.13,BATCH-4183
SMPL-07169,Apple  Juice,Processed Food,Montreal,2024-10-23,75.16,64.3818,Unknown,Unknown,Unknown,7.0,8.29,BATCH-3049
SMPL-07170,Iron Supplement,Beverage,Marseille,2022-10-08,64.28,33.067,µg/L,Pending,Nguyen T.,5.0,5.24,BATCH-5624
SMPL-07171,Probiotic B-24,Pharmaceutical,Montreal,2023-02-14,593.02,47.7385,mg / L,Pending,Dupont A.,8.0,7.43,BATCH-6338
SMPL-07172,Brie,Condiment,Brussels,2021-06-30,896.3,50.4388,µg/L,Pending,Johnson R.,2.0,6.16,BATCH-9363
SMPL-07173,Plain Yogurt,Unknown,Montreal,2024-12-31,448.57,11.7674,CFU/mL,Unknown,Unknown,3.0,5.5,BATCH-2035
SMPL-07174,Apple Juice,Dietary Supplement,Marseille,2021-10-26,330.95,55.6384,ppm,Unknown,Unknown,4.0,6.77,BATCH-3229
SMPL-07175,Mozzarella,Unknown,Brussels,2021-12-01,438.24,61.849,mg/L,Pending,Leroy B.,5.0,5.99,BATCH-9439
SMPL-07176,Tomato Paste,Dairy Product,Toulouse,2020-02-17,200.8,21.9901,mg/L,Under Review,Miller S.,5.0,3.67,BATCH-2034
SMPL-07177,Iron Supplement,Beverage,Lyon,2022-10-02,696.99,34.0228,g/L,Unknown,Miller S.,2.0,3.71,BATCH-7193
SMPL-07178,Bcg Vaccine,Processed Food,Nantes,2024-07-23,703.5,78.2797,Unknown,Under Review,Martin J.,8.0,5.7,Unknown
SMPL-07179,Iron  Supplement,Condiment,Montreal,2021-01-15,970.15,12.5886,ΜG/L,Under Review,Johnson R.,3.0,5.63,BATCH-7068
SMPL-07180,Omega-3 Capsule,Processed Food,Nantes,2023-08-05,854.5,20.8481,ppm,Compliant,Nguyen T.,8.0,4.97,BATCH-1860
SMPL-07181,Mustard,Processed Food,Lyon,2021-10-10,201.12,57.1784,µg/L,Unknown,Miller S.,4.0,5.84,BATCH-2141
SMPL-07182,Plain Yogurt,Dietary Supplement,Marseille,2022-06-10,569.23,35.8812,g/L,Unknown,Dupont A.,2.0,5.98,BATCH-8070
SMPL-07183,Omega-3 Capsule,Condiment,Unknown,2020-02-16,697.67,64.086,Unknown,Pending,Martin J.,4.0,8.31,BATCH-7228
SMPL-07184,Bcg Vaccine,Dairy Product,Lille,2022-07-21,285.62,45.5738,Unknown,Unknown,Smith K.,2.0,7.59,BATCH-8132
SMPL-07185,Cottage Cheese,Processed Food,Lille,2022-04-25,856.64,5.0353,g/L,Pending,Martin J.,3.0,8.38,BATCH-9248
SMPL-07186,Probiotic  B-24,Condiment,Paris,2024-07-29,50.9,43.9959,µg/L,Compliant,Unknown,6.0,5.06,BATCH-2266
SMPL-07187,Bcg Vaccine,Dairy Product,Lyon,2021-12-01,501.05,4.9228,mg/L,Under Review,Johnson R.,8.0,4.75,BATCH-9715
SMPL-07188,Mayonnaise,Beverage,Lille,2021-03-15,372.63,74.1288,µg / L,Under Review,Miller S.,5.0,5.99,BATCH-1346
SMPL-07189,Ketchup,Unknown,Lille,2024-08-07,624.65,45.6648,ΜG/L,Compliant,Nguyen T.,5.0,5.41,BATCH-9350
SMPL-07190,Probiotic B-24,Dietary Supplement,Strasbourg,2021-02-24,184.8,32.4614,mg / L,Unknown,Unknown,5.0,8.12,BATCH-3292
SMPL-07191,Heavy Cream,Pharmaceutical,Toulouse,2023-03-09,931.56,13.2279,g/L,Unknown,Davis M.,4.0,5.0,BATCH-4287
SMPL-07192,Ketchup,Dairy Product,Lille,2022-03-15,382.89,83.9644,ppm,Under Review,Martin J.,4.0,7.49,BATCH-8386
SMPL-07193,Plain Yogurt,Condiment,Lyon,2021-01-13,964.54,62.3629,CFU/mL,Pending,Williams P.,4.0,3.7,BATCH-3650
SMPL-07194,Cream Cheese,Dietary Supplement,Strasbourg,2023-09-15,494.78,22.7714,mg / L,Pending,Dupont A.,3.0,5.11,BATCH-2317
SMPL-07195,Probiotic B-24,Processed Food,Bordeaux,2024-02-24,83.59,51.7891,Unknown,Pending,Johnson R.,7.0,3.98,BATCH-6801
SMPL-07196,Semi-Skimmed Milk,Dietary Supplement,Strasbourg,2024-06-29,249.58,98.2391,ppm,Under Review,Johnson R.,8.0,8.45,BATCH-5597
SMPL-07197,Salad Dressing,Dietary Supplement,Bordeaux,2020-10-28,496.53,70.0201,ΜG/L,Compliant,Unknown,5.0,6.19,BATCH-3470
SMPL-07198,Whole  Milk,Pharmaceutical,Marseille,2022-11-22,620.25,61.0418,ppm,Pending,Unknown,8.0,7.36,BATCH-6344
SMPL-07200,Whole  Milk,Processed Food,Bordeaux,2022-12-29,113.21,97.1548,CFU / mL,Pending,Miller S.,4.0,5.28,BATCH-1933
SMPL-07201,Mayonnaise,Dietary Supplement,Montreal,2024-03-07,231.04,97.4188,CFU/ML,Unknown,Smith K.,3.0,5.08,BATCH-4071
SMPL-07202,Skimmed Milk,Dietary Supplement,Unknown,2022-12-14,781.83,29.3584,mg/L,Under Review,Davis M.,4.0,4.05,BATCH-6620
SMPL-07203,Sour Cream,Pharmaceutical,Nantes,2023-12-01,505.29,91.8842,CFU/mL,Unknown,Unknown,5.0,5.11,BATCH-6001
SMPL-07204,Plain Yogurt,Processed Food,Paris,2024-03-12,501.05,76.812,µg/L,Non-Compliant,Johnson R.,5.0,6.11,BATCH-8339
SMPL-07205,Amoxicillin,Dietary Supplement,Unknown,2023-09-18,59.25,35.3956,µg/L,Non-Compliant,Unknown,6.0,7.38,BATCH-4072
SMPL-07206,Tetracycline,Pharmaceutical,Nantes,2024-07-23,409.21,86.9696,mg / L,Non-Compliant,Leroy B.,5.0,6.81,BATCH-2679
SMPL-07207,Salad Dressing,Dairy Product,Toulouse,2021-10-11,440.97,31.6157,mg/L,Pending,Unknown,5.0,7.78,BATCH-4146
SMPL-07208,Heavy Cream,Dietary Supplement,Paris,2024-03-02,778.6,75.3791,CFU/mL,Pending,Nguyen T.,6.0,5.99,BATCH-9582
SMPL-07209,Brie,Beverage,Lille,2023-10-11,205.94,11.0889,mg/L,Under Review,Smith K.,7.0,3.51,BATCH-5038
SMPL-07210,Mustard,Dairy Product,Lille,2024-12-03,510.39,93.392,g/L,Pending,Davis M.,5.0,5.99,BATCH-1169
SMPL-07211,Peanut Butter,Beverage,Lyon,2023-08-23,746.56,23.6064,ppm,Unknown,Davis M.,2.0,6.53,BATCH-1084
SMPL-07212,Whole Milk,Processed Food,Unknown,2021-02-18,575.63,62.5288,Unknown,Pending,Miller S.,5.0,6.85,BATCH-5520
SMPL-07213,Orange Juice,Dietary Supplement,Lyon,2021-07-20,413.44,38.7088,CFU/mL,Non-Compliant,Davis M.,3.0,6.76,TBD
SMPL-07214,Cheddar Cheese,Pharmaceutical,Toulouse,2024-04-12,244.84,93.2736,mg/L,Pending,Williams P.,7.0,7.98,BATCH-4828
SMPL-07215,Probiotic B-24,Processed Food,Lyon,2022-12-10,674.99,35.9395,CFU/ML,Pending,Dupont A.,5.0,3.68,BATCH-8290
SMPL-07216,Cottage  Cheese,Dairy Product,Montreal,2020-10-02,501.05,84.2496,ΜG/L,Non-Compliant,Martin J.,5.0,6.23,BATCH-3462
SMPL-07217,Butter,Pharmaceutical,Nantes,2021-09-22,496.65,50.4388,ΜG/L,Non-Compliant,Brown C.,8.0,4.45,BATCH-7451
SMPL-07218,Tetracycline,Condiment,Paris,2024-12-30,234.25,25.6552,g/L,Under Review,Johnson R.,5.0,6.55,BATCH-5818
SMPL-07219,Tetracycline,Processed Food,Brussels,2022-05-23,975.89,32.7882,µg/L,Non-Compliant,Unknown,2.0,5.4,BATCH-7306
SMPL-07220,Mustard,Condiment,Bordeaux,2022-10-04,851.1,48.1603,Unknown,Pending,Williams P.,5.0,6.39,BATCH-6570
SMPL-07221,Cottage Cheese,Unknown,Lyon,2024-04-05,52.63,11.8976,CFU/mL,Pending,Dupont A.,2.0,8.3,BATCH-4595
SMPL-07222,Skimmed Milk,Dietary Supplement,Nantes,2020-07-24,519.57,33.6834,CFU / mL,Under Review,Williams P.,3.0,6.54,BATCH-3398
SMPL-07223,Apple Juice,Pharmaceutical,Bordeaux,2024-12-09,501.05,80.1062,CFU/mL,Unknown,Martin J.,5.0,5.43,BATCH-8399
SMPL-07224,Whole Milk,Condiment,Bordeaux,2021-08-06,850.31,78.9289,Unknown,Unknown,Dupont A.,7.0,6.77,BATCH-2948
SMPL-07225,Sour Cream,Dairy Product,Unknown,2020-04-04,428.26,37.0559,µg/L,Pending,Dupont A.,2.0,8.05,BATCH-4841
SMPL-07226,Amoxicillin,Dairy Product,Unknown,2020-12-22,981.14,42.2046,µg/L,Under Review,Williams P.,2.0,6.93,BATCH-1683
SMPL-07227,Cheddar Cheese,Dairy Product,Toulouse,2023-01-18,824.4,85.8621,µg / L,Unknown,Miller S.,2.0,3.93,BATCH-5604
SMPL-07228,Vitamin D3 Supplement,Dairy Product,Marseille,2021-01-16,501.05,97.5098,g/L,Pending,Unknown,8.0,6.58,BATCH-6335
SMPL-07229,Apple  Juice,Dairy Product,Nantes,2021-03-15,501.05,14.0604,ppm,Pending,Unknown,8.0,7.57,BATCH-7978
SMPL-07231,Unknown,Condiment,Strasbourg,2022-12-26,11.84,12.5234,Unknown,Non-Compliant,Williams P.,2.0,5.81,BATCH-3638
SMPL-07232,Tetracycline,Beverage,Strasbourg,2024-09-27,88.93,49.3287,ppm,Unknown,Unknown,4.0,3.57,BATCH-7871
SMPL-07233,Unknown,Pharmaceutical,Unknown,2024-05-24,85.79,48.1248,Unknown,Pending,Martin J.,2.0,4.42,BATCH-7428
SMPL-07234,Peanut Butter,Beverage,Lille,2020-07-31,106.13,13.0655,Unknown,Unknown,Nguyen T.,8.0,5.78,BATCH-2246
SMPL-07235,Probiotic L-12,Dairy Product,Lyon,2022-04-09,144.42,96.161,CFU/ML,Unknown,Dupont A.,3.0,7.48,BATCH-1073
SMPL-07236,Brie,Dietary Supplement,Toulouse,2022-10-29,174.52,5.5172,Unknown,Non-Compliant,Leroy B.,8.0,4.15,BATCH-3146
SMPL-07237,Probiotic L-12,Condiment,Lille,2022-03-20,885.58,29.628,Unknown,Non-Compliant,Dupont A.,3.0,8.39,BATCH-3810
SMPL-07238,Ketchup,Pharmaceutical,Lille,2022-11-05,457.8,58.0285,ppm,Unknown,Unknown,7.0,7.44,BATCH-5619
SMPL-07239,Salad Dressing,Processed Food,Nantes,2021-07-24,211.19,97.6142,µg/L,Unknown,Brown C.,5.0,7.15,BATCH-3151
SMPL-07240,Apple Juice,Beverage,Toulouse,2020-12-20,224.96,89.6115,Unknown,Unknown,Smith K.,6.0,5.27,BATCH-9780
SMPL-07241,Calcium Tablet,Pharmaceutical,Unknown,2020-03-17,824.92,77.7237,CFU/mL,Pending,Unknown,5.0,3.73,BATCH-1305
SMPL-07242,Calcium Tablet,Condiment,Paris,2024-11-29,925.76,18.3305,ppm,Unknown,Smith K.,5.0,6.36,BATCH-9590
SMPL-07243,Vitamin  D3  Supplement,Dietary Supplement,Strasbourg,2024-11-23,663.65,56.7613,g/L,Non-Compliant,Leroy B.,2.0,7.89,BATCH-6658
SMPL-07244,Calcium Tablet,Beverage,Lille,2021-09-19,994.45,56.496,g/L,Non-Compliant,Williams P.,6.0,5.41,BATCH-6706
SMPL-07245,Orange Juice,Condiment,Bordeaux,2022-11-19,802.01,12.5051,Unknown,Unknown,Brown C.,3.0,7.88,BATCH-4172
SMPL-07246,Unknown,Dietary Supplement,Bordeaux,2021-10-04,419.06,57.7321,Unknown,Non-Compliant,Leroy B.,5.0,8.22,BATCH-6444
SMPL-07247,Whole Milk,Unknown,Lyon,2023-12-08,569.82,22.1162,ΜG/L,Pending,Unknown,5.0,5.9,BATCH-2720
SMPL-07248,Bcg Vaccine,Dietary Supplement,Montreal,2024-09-23,989.03,94.7962,CFU/mL,Non-Compliant,Brown C.,5.0,7.09,BATCH-9703
SMPL-07249,Cheddar  Cheese,Pharmaceutical,Paris,2024-08-12,351.56,54.4299,mg/L,Unknown,Leroy B.,6.0,5.82,BATCH-4174
SMPL-07250,Butter,Beverage,Paris,2023-12-09,528.54,11.2933,g/L,Under Review,Brown C.,4.0,3.62,BATCH-6181
SMPL-07251,Butter,Pharmaceutical,Unknown,2020-05-02,169.43,69.015,g / L,Non-Compliant,Brown C.,4.0,4.2,BATCH-9299
SMPL-07252,Calcium Tablet,Dairy Product,Paris,2021-03-10,402.93,90.7409,mg/L,Compliant,Smith K.,3.0,5.99,BATCH-4303
SMPL-07253,Tetracycline,Beverage,Nantes,2024-06-09,164.65,44.8069,ppm,Pending,Leroy B.,3.0,3.78,BATCH-8355
SMPL-07254,Vitamin  D3  Supplement,Condiment,Marseille,2021-09-06,193.36,65.3646,ppm,Compliant,Dupont A.,7.0,6.93,BATCH-8739
SMPL-07255,Amoxicillin,Beverage,Brussels,2022-08-01,719.84,3.5025,CFU/ML,Non-Compliant,Dupont A.,2.0,5.53,BATCH-5089
SMPL-07256,Mozzarella,Processed Food,Brussels,2022-10-15,799.55,38.9112,mg/L,Non-Compliant,Unknown,3.0,5.41,BATCH-5217
SMPL-07257,Unknown,Unknown,Lille,2020-08-04,365.8,2.2944,CFU/mL,Unknown,Unknown,2.0,7.71,BATCH-3888
SMPL-07258,Unknown,Beverage,Unknown,2024-07-15,937.93,98.255,Unknown,Non-Compliant,Unknown,2.0,8.21,BATCH-5059
SMPL-07259,Sour Cream,Condiment,Marseille,2022-10-17,497.4,23.858,mg/L,Compliant,Unknown,2.0,7.24,BATCH-8276
SMPL-07260,Salad  Dressing,Beverage,Nantes,2020-05-22,947.76,99.5226,ppm,Compliant,Miller S.,7.0,4.28,BATCH-2229
SMPL-07261,Peanut  Butter,Pharmaceutical,Nantes,2022-08-26,42.38,69.0534,Unknown,Unknown,Leroy B.,4.0,5.6,BATCH-5205
SMPL-07262,Orange Juice,Beverage,Montreal,2024-03-27,216.37,39.4302,µg / L,Under Review,Johnson R.,6.0,5.33,BATCH-1838
SMPL-07263,Tetracycline,Beverage,Paris,2020-11-10,30.36,36.2545,CFU/mL,Compliant,Davis M.,5.0,4.75,BATCH-8415
SMPL-07264,Unknown,Dietary Supplement,Toulouse,2023-07-28,826.7,30.4546,mg/L,Pending,Dupont A.,5.0,5.41,BATCH-3024
SMPL-07265,Semi-Skimmed Milk,Pharmaceutical,Nantes,2020-03-13,473.07,77.2119,mg / L,Compliant,Miller S.,2.0,8.0,BATCH-2084
SMPL-07266,Orange Juice,Dietary Supplement,Toulouse,2021-08-16,207.64,37.3382,µg/L,Compliant,Miller S.,5.0,5.02,BATCH-7023
SMPL-07267,Apple Juice,Beverage,Montreal,2021-08-18,177.36,86.6909,mg/L,Non-Compliant,Unknown,5.0,8.42,BATCH-8727
SMPL-07268,Semi-Skimmed Milk,Processed Food,Nantes,2021-03-08,122.33,63.3126,µg/L,Non-Compliant,Smith K.,5.0,7.36,BATCH-1815
SMPL-07269,Probiotic L-12,Pharmaceutical,Montreal,2021-12-21,65.92,79.5659,µg/L,Under Review,Unknown,6.0,6.21,BATCH-1794
SMPL-07270,Vitamin D3 Supplement,Condiment,Unknown,2023-07-08,740.91,68.6385,µg/L,Under Review,Unknown,2.0,7.5,BATCH-2892
SMPL-07271,Vitamin D3 Supplement,Processed Food,Toulouse,2024-10-20,435.72,79.7107,CFU/ML,Unknown,Unknown,6.0,4.81,BATCH-1721
SMPL-07272,Probiotic  B-24,Processed Food,Strasbourg,2024-01-26,561.73,17.0983,CFU/mL,Under Review,Johnson R.,8.0,3.58,BATCH-2793
SMPL-07273,Heavy  Cream,Dairy Product,Marseille,2020-04-17,604.95,60.6532,ppm,Compliant,Smith K.,6.0,7.89,BATCH-6840
SMPL-07274,Unknown,Condiment,Unknown,2022-03-10,653.81,64.8507,CFU/mL,Compliant,Smith K.,5.0,7.39,BATCH-1023
SMPL-07276,Calcium Tablet,Pharmaceutical,Lille,2021-10-07,501.05,15.707,ppm,Non-Compliant,Leroy B.,2.0,7.65,BATCH-7062
SMPL-07277,Sour Cream,Pharmaceutical,Brussels,2023-01-25,633.54,67.6587,mg / L,Compliant,Unknown,3.0,8.49,BATCH-5951
SMPL-07279,Tetracycline,Dairy Product,Bordeaux,2024-03-26,130.3,60.0267,ΜG/L,Unknown,Leroy B.,5.0,8.17,BATCH-6967
SMPL-07280,Cheddar Cheese,Condiment,Lyon,2022-04-10,185.96,75.076,g / L,Compliant,Williams P.,5.0,8.44,BATCH-3499
SMPL-07281,Salad Dressing,Condiment,Nantes,2021-05-16,534.86,81.3525,mg/L,Under Review,Nguyen T.,4.0,5.28,BATCH-6078
SMPL-07282,Unknown,Dietary Supplement,Lille,2023-10-03,722.33,65.9064,ppm,Under Review,Smith K.,2.0,7.74,BATCH-9822
SMPL-07283,Skimmed Milk,Dairy Product,Bordeaux,2024-02-21,389.64,26.7941,ppm,Compliant,Dupont A.,5.0,6.05,BATCH-9972
SMPL-07284,Orange Juice,Dietary Supplement,Lyon,2024-08-08,416.7,48.694,mg/L,Unknown,Leroy B.,3.0,7.34,BATCH-5689
SMPL-07285,Semi-Skimmed Milk,Pharmaceutical,Unknown,2020-05-29,782.27,85.2003,Unknown,Compliant,Johnson R.,7.0,7.73,BATCH-2842
SMPL-07286,Semi-Skimmed Milk,Dietary Supplement,Brussels,2022-11-13,684.5,88.8509,ppm,Under Review,Martin J.,4.0,7.63,BATCH-3127
SMPL-07288,Cheddar Cheese,Condiment,Bordeaux,2020-09-04,105.33,96.2984,mg/L,Compliant,Dupont A.,5.0,8.38,BATCH-1898
SMPL-07289,Tetracycline,Condiment,Toulouse,2023-06-01,132.4,50.4388,ppm,Pending,Unknown,5.0,6.26,BATCH-6435
SMPL-07290,Cottage Cheese,Dietary Supplement,Bordeaux,2021-09-14,912.32,16.3283,mg/L,Pending,Miller S.,5.0,6.39,BATCH-7389
SMPL-07291,Cheddar Cheese,Beverage,Brussels,2024-02-04,950.18,83.5043,Unknown,Pending,Miller S.,2.0,4.91,BATCH-4419
SMPL-07292,Bcg Vaccine,Dairy Product,Strasbourg,2022-07-05,559.56,50.4388,CFU/ML,Unknown,Dupont A.,6.0,4.73,BATCH-5161
SMPL-07293,Mayonnaise,Dairy Product,Nantes,2023-06-13,470.3,7.8236,CFU/mL,Pending,Unknown,4.0,4.37,BATCH-3201
SMPL-07294,Whole Milk,Condiment,Lille,2023-05-28,48.54,52.562,mg/L,Pending,Nguyen T.,5.0,5.06,BATCH-1060
SMPL-07295,Iron Supplement,Dairy Product,Strasbourg,2024-10-23,281.65,44.931,ppm,Non-Compliant,Nguyen T.,3.0,3.94,BATCH-7570
SMPL-07296,Tomato  Paste,Dairy Product,Lyon,2023-12-28,359.56,19.6423,mg/L,Non-Compliant,Johnson R.,2.0,6.41,BATCH-4961
SMPL-07297,Orange Juice,Beverage,Lyon,2024-09-21,501.05,98.5177,mg/L,Compliant,Leroy B.,5.0,6.25,BATCH-2950
SMPL-07298,Butter,Condiment,Brussels,2021-05-13,797.46,87.3623,µg/L,Unknown,Johnson R.,7.0,4.03,BATCH-8972
SMPL-07299,Tetracycline,Beverage,Nantes,2023-11-17,53.15,12.0864,ΜG/L,Unknown,Nguyen T.,5.0,6.84,BATCH-6877
SMPL-07300,Tetracycline,Pharmaceutical,Lyon,2020-07-23,697.92,54.4709,g / L,Pending,Martin J.,5.0,3.92,BATCH-4119
SMPL-07301,Cream Cheese,Dairy Product,Bordeaux,2020-03-07,808.6,50.4388,g/L,Non-Compliant,Brown C.,5.0,8.06,BATCH-7327
SMPL-07303,Cottage Cheese,Pharmaceutical,Lille,2023-08-06,532.9,83.6011,ppm,Compliant,Unknown,8.0,7.73,BATCH-8302
SMPL-07304,Peanut Butter,Beverage,Strasbourg,2022-02-21,257.68,20.5463,µg/L,Non-Compliant,Williams P.,4.0,5.08,BATCH-4344
SMPL-07305,Unknown,Dairy Product,Marseille,2021-12-27,979.78,15.3368,µg/L,Compliant,Leroy B.,4.0,8.48,TBD
SMPL-07306,Vitamin D3 Supplement,Unknown,Nantes,2022-09-24,620.92,29.1171,mg/L,Under Review,Nguyen T.,6.0,4.62,BATCH-9757
SMPL-07307,Peanut Butter,Dairy Product,Brussels,2023-08-15,882.79,74.9582,g/L,Pending,Brown C.,6.0,5.82,BATCH-6811
SMPL-07309,Whole Milk,Unknown,Strasbourg,2024-06-07,624.0,94.9428,g/L,Unknown,Brown C.,8.0,5.94,BATCH-7271
SMPL-07310,Unknown,Beverage,Marseille,2022-04-04,235.16,37.7273,Unknown,Pending,Unknown,6.0,5.53,BATCH-7773
SMPL-07311,Butter,Processed Food,Paris,2021-10-27,182.06,80.4096,CFU / mL,Under Review,Unknown,7.0,7.9,BATCH-6202
SMPL-07312,Skimmed Milk,Dietary Supplement,Unknown,2021-03-16,233.43,8.9,mg/L,Compliant,Johnson R.,8.0,4.43,BATCH-7170
SMPL-07313,Omega-3 Capsule,Dietary Supplement,Montreal,2020-03-10,383.83,7.0002,g/L,Non-Compliant,Nguyen T.,7.0,6.55,BATCH-5151
SMPL-07314,Plain Yogurt,Condiment,Paris,2023-03-22,204.53,83.0632,g/L,Unknown,Unknown,8.0,8.25,BATCH-9737
SMPL-07315,Calcium Tablet,Dietary Supplement,Unknown,2020-06-07,734.4,49.4586,CFU/mL,Non-Compliant,Unknown,8.0,7.89,BATCH-7252
SMPL-07316,Mustard,Processed Food,Bordeaux,2022-10-04,962.81,19.0126,Unknown,Pending,Davis M.,6.0,5.8,BATCH-3474
SMPL-07317,Unknown,Condiment,Strasbourg,2021-07-31,155.5,7.5264,g/L,Pending,Leroy B.,2.0,4.78,BATCH-2587
SMPL-07318,Orange  Juice,Dietary Supplement,Nantes,2020-08-09,781.74,50.4388,µg/L,Pending,Unknown,5.0,4.33,BATCH-1615
SMPL-07319,Omega-3 Capsule,Pharmaceutical,Lille,2024-09-15,791.38,53.7552,Unknown,Under Review,Martin J.,4.0,3.87,BATCH-4950
SMPL-07320,Butter,Dietary Supplement,Lyon,2024-05-28,501.05,16.7948,g/L,Non-Compliant,Davis M.,2.0,7.74,BATCH-8681
SMPL-07321,Plain Yogurt,Dietary Supplement,Toulouse,2023-09-06,19.75,45.8214,mg/L,Non-Compliant,Miller S.,5.0,6.02,BATCH-4841
SMPL-07322,Calcium Tablet,Unknown,Brussels,2022-05-05,992.7,55.9063,µg/L,Compliant,Johnson R.,3.0,3.55,BATCH-6975
SMPL-07323,Probiotic  B-24,Beverage,Marseille,2022-12-19,84.71,83.319,CFU/mL,Compliant,Unknown,2.0,5.45,BATCH-2528
SMPL-07324,Butter,Unknown,Bordeaux,2022-01-29,292.0,76.7747,mg/L,Under Review,Nguyen T.,8.0,4.23,BATCH-4631
SMPL-07325,Plain Yogurt,Beverage,Bordeaux,2022-02-22,410.21,24.7894,g/L,Non-Compliant,Leroy B.,2.0,6.2,BATCH-2917
SMPL-07326,Tomato  Paste,Dietary Supplement,Brussels,2024-05-11,501.05,15.5593,µg/L,Compliant,Unknown,7.0,8.04,BATCH-9665
SMPL-07327,Skimmed  Milk,Condiment,Bordeaux,2024-01-12,884.81,75.4902,µg/L,Pending,Nguyen T.,7.0,4.2,BATCH-8695
SMPL-07328,Penicillin G,Condiment,Lyon,2021-11-02,389.0,50.4388,µg / L,Unknown,Brown C.,8.0,6.4,BATCH-9102
SMPL-07329,Butter,Condiment,Brussels,2022-03-29,358.98,62.6201,mg/L,Under Review,Davis M.,5.0,5.8,BATCH-6672
SMPL-07330,Vitamin D3 Supplement,Pharmaceutical,Nantes,2022-03-02,943.68,22.6358,mg/L,Compliant,Martin J.,5.0,5.55,BATCH-6387
SMPL-07331,Mayonnaise,Pharmaceutical,Lyon,2023-08-26,690.02,55.566,µg/L,Under Review,Unknown,2.0,7.79,BATCH-5598
SMPL-07332,Iron Supplement,Dietary Supplement,Brussels,2022-07-31,566.59,10.5206,CFU/mL,Unknown,Leroy B.,5.0,5.26,Unknown
SMPL-07333,Mustard,Pharmaceutical,Brussels,2020-06-24,847.06,75.8857,µg/L,Unknown,Miller S.,3.0,7.29,BATCH-9305
SMPL-07334,Calcium Tablet,Pharmaceutical,Toulouse,2021-11-30,168.39,68.1919,g/L,Unknown,Johnson R.,2.0,6.02,Unknown
SMPL-07335,Vitamin D3 Supplement,Condiment,Marseille,2024-02-03,471.22,53.3702,CFU/mL,Compliant,Unknown,6.0,6.4,BATCH-2862
SMPL-07336,Cream Cheese,Dietary Supplement,Lyon,2020-02-07,714.84,85.4602,µg/L,Non-Compliant,Dupont A.,3.0,7.06,BATCH-5160
SMPL-07337,Unknown,Unknown,Lille,2023-04-23,854.72,56.3556,CFU/mL,Non-Compliant,Leroy B.,3.0,8.44,BATCH-1661
SMPL-07338,Mayonnaise,Beverage,Unknown,2023-10-05,131.98,30.8405,CFU/mL,Compliant,Davis M.,5.0,7.8,BATCH-4167
SMPL-07339,Sour Cream,Processed Food,Marseille,2022-10-17,130.96,97.0377,µg / L,Under Review,Unknown,3.0,7.45,BATCH-9606
SMPL-07340,Iron Supplement,Unknown,Brussels,2020-05-04,172.29,51.2466,mg/L,Non-Compliant,Unknown,5.0,8.09,BATCH-4457
SMPL-07341,Whole  Milk,Dietary Supplement,Montreal,2024-05-10,429.58,10.2812,mg/L,Unknown,Johnson R.,3.0,5.32,BATCH-5772
SMPL-07342,Bcg Vaccine,Dietary Supplement,Paris,2021-03-13,46.1,50.4388,CFU/mL,Pending,Leroy B.,5.0,5.07,BATCH-7921
SMPL-07343,Orange Juice,Condiment,Toulouse,2020-01-31,827.59,15.0843,CFU/mL,Pending,Williams P.,4.0,4.38,BATCH-3370
SMPL-07344,Whole  Milk,Processed Food,Brussels,2024-05-04,710.3,11.7884,ppm,Under Review,Smith K.,4.0,8.41,BATCH-1773
SMPL-07345,Vitamin D3 Supplement,Beverage,Brussels,2024-03-28,501.05,3.7867,CFU/ML,Non-Compliant,Williams P.,5.0,5.33,BATCH-1200
SMPL-07346,Bcg Vaccine,Condiment,Marseille,2022-12-15,174.87,34.4117,g/L,Non-Compliant,Unknown,8.0,6.89,BATCH-6613
SMPL-07347,Butter,Processed Food,Paris,2023-02-28,857.71,3.1971,g/L,Pending,Unknown,5.0,6.86,BATCH-1688
SMPL-07348,Brie,Dairy Product,Montreal,2023-06-20,484.62,93.7758,µg/L,Under Review,Unknown,8.0,5.1,BATCH-4594
SMPL-07349,Semi-Skimmed Milk,Dairy Product,Brussels,2024-11-02,357.25,1.9664,ppm,Pending,Unknown,8.0,5.12,BATCH-9987
